,datetime,variation_mean,variation_std,up_count,down_count,top_15_variation_mean,top_15_variation_std,LOF_score,LOF_predictions
0,2000-01-03,0.03632316484890286,0.09987423559516453,0.3938053097345133,0.336283185840708,0.016457017639014564,0.008676593961837523,-1.671543846702253,-1
1,2000-01-04,0.03618313360578352,0.0674815525119256,0.5517241379310345,0.13793103448275862,0.04105275561340991,0.0199201184332054,-1.1401733076165979,-1
2,2000-01-05,0.0348121267042927,0.05215125174179173,0.13821138211382114,0.5894308943089431,0.028797521755342354,0.02918554689157185,-1.1048268214113126,-1
3,2000-01-06,0.029941681921019824,0.07037329735253171,0.3237410071942446,0.3597122302158273,0.010690413635527729,0.010598786251628182,-1.2307789199535013,-1
4,2000-01-07,0.02515594006729612,0.04543430441317051,0.29347826086956524,0.32608695652173914,0.014791398557585092,0.0071007418026634,-1.0099588280795084,1
5,2000-01-10,0.025877540756791807,0.047242607458112325,0.25,0.43478260869565216,0.009756164523373375,0.008093438605631933,-1.0152831441317218,1
6,2000-01-11,0.02298790807670454,0.03569254467193766,0.4712230215827338,0.17625899280575538,0.028756500679545438,0.017637418184976248,-0.9968315448526557,1
7,2000-01-12,0.02626438594979385,0.05518629672343817,0.3181818181818182,0.3371212121212121,0.01817932504119667,0.014299393151551348,-1.0629214901423705,-1
8,2000-01-13,0.030188330321030306,0.05530726612324698,0.4356060606060606,0.20833333333333334,0.03468050562443859,0.01859934561812422,-1.1457854853561615,-1
9,2000-01-14,0.03237151400580188,0.08236859026592983,0.3346456692913386,0.3700787401574803,0.019344979780373552,0.03380385493841752,-1.5017434045997746,-1
10,2000-01-17,0.02579782015925966,0.038923416880687206,0.28112449799196787,0.3895582329317269,0.028819555575312076,0.02025870826704381,-1.0381108655961198,-1
11,2000-01-18,0.021770993354743126,0.030134407653792956,0.35135135135135137,0.33204633204633205,0.02303656986539414,0.01769536005542974,-1.004085996803396,1
12,2000-01-19,0.02502839872380386,0.05035024572686421,0.44285714285714284,0.18928571428571428,0.016249075350342784,0.012017846188978706,-1.0388234576993975,-1
13,2000-01-20,0.022796146762870395,0.033381301697185735,0.475,0.24166666666666667,0.01895129340825982,0.016333506643876852,-1.0298856372848288,-1
14,2000-01-21,0.033124322636388884,0.06252212368341221,0.3895582329317269,0.3132530120481928,0.019321047636205683,0.014292277101956723,-1.2105300586482697,-1
15,2000-01-24,0.024886177260203104,0.053962007106652575,0.40789473684210525,0.29385964912280704,0.015075389432726773,0.012913649161314975,-1.1511078902099237,-1
16,2000-01-26,0.031152429067074053,0.06987715565958204,0.2648221343873518,0.40711462450592883,0.01002449869021524,0.009421146632465517,-1.2648309473376511,-1
17,2000-01-27,0.026078277265606756,0.04049972037183529,0.37890625,0.3125,0.01952618185872892,0.01330369314251375,-1.018897479672805,1
18,2000-01-28,0.022475315368873833,0.03023731778593591,0.43636363636363634,0.21818181818181817,0.02801460817052598,0.019863291076463955,-1.0107423328899183,1
19,2000-01-31,0.02430508632118799,0.03425813567468391,0.425,0.25,0.022810016846888916,0.018614217320683253,-1.0056426802411944,1
20,2000-02-01,0.0232392655146347,0.03013223751839471,0.4017467248908297,0.31004366812227074,0.01585900547515702,0.019415665796494362,-1.0636795424457612,-1
21,2000-02-02,0.028613599596680882,0.06426654801491545,0.3305785123966942,0.3677685950413223,0.022773218304734204,0.025288668599490173,-1.2698932567971553,-1
22,2000-02-03,0.022542712955120385,0.04273370090129469,0.27037037037037037,0.37407407407407406,0.022649580817948947,0.012435851191316766,-1.008544643607754,1
23,2000-02-04,0.02655954147680566,0.051116587537816886,0.2755905511811024,0.44881889763779526,0.013627880326437929,0.014456841536273995,-1.1149552368359046,-1
24,2000-02-07,0.024405527438411356,0.04458488611198745,0.3292181069958848,0.32098765432098764,0.02330628574470635,0.018981897011546463,-1.0243734854307482,1
25,2000-02-08,0.02688595442374179,0.040927967069027606,0.26136363636363635,0.4318181818181818,0.020820924926974533,0.019577999882280792,-1.0142859670962046,1
26,2000-02-09,0.029017496205686985,0.06258240301790483,0.38461538461538464,0.27307692307692305,0.020417668316004108,0.014091816089515702,-1.1303095963412482,-1
27,2000-02-10,0.03687346918874566,0.07213715664126813,0.24714828897338403,0.4600760456273764,0.026708061777534254,0.020354228908872767,-1.422944717513106,-1
28,2000-02-11,0.034611568383213824,0.06953414925757823,0.47410358565737054,0.2549800796812749,0.03279975058672049,0.020740444903813493,-1.4405544944091289,-1
29,2000-02-14,0.022344938382690832,0.03084779179118399,0.43373493975903615,0.21686746987951808,0.022919810255329815,0.015785280041959397,-0.9865990720285225,1
30,2000-02-15,0.024962986087982156,0.03682202633562058,0.3728813559322034,0.2966101694915254,0.03103283060353873,0.020523568407129846,-1.0743291556762855,-1
31,2000-02-16,0.022306714775468924,0.027132580191426264,0.2708333333333333,0.42916666666666664,0.024066200059102708,0.01975539897640742,-1.000858396009923,1
32,2000-02-17,0.025587462534461067,0.04008147306535308,0.3765182186234818,0.3319838056680162,0.00853216738914743,0.010932953792269634,-0.9952369102004515,1
33,2000-02-18,0.020898834696998526,0.03698514492055318,0.43724696356275305,0.22267206477732793,0.016144457264706924,0.019787309912567497,-0.9924504881531663,1
34,2000-02-21,0.023707720227340502,0.03339301213469631,0.15126050420168066,0.49159663865546216,0.015089619502742962,0.013869002407619985,-1.0305390139969561,-1
35,2000-02-22,0.026738901158955566,0.04059469581648968,0.522633744855967,0.1934156378600823,0.02201500761824937,0.017483822243363437,-1.0315768914934824,-1
36,2000-02-23,0.022992800981116675,0.03702165200571222,0.30708661417322836,0.3700787401574803,0.012274526710352332,0.009793155463923717,-0.9996099148785312,1
37,2000-02-24,0.0291775705173699,0.05699510428651992,0.5086206896551724,0.21551724137931033,0.02254601581107708,0.020201672227362882,-1.1909606068308893,-1
38,2000-02-25,0.020187498766510912,0.03486847854082749,0.3949579831932773,0.2773109243697479,0.019383827481293636,0.014945344607591145,-0.9843554898956656,1
